eco	name	name_ko	pgn	uci	epd
D06	Queen's Gambit Declined: Zilbermints Gambit	퀸즈 갬빗 거절: 질버민츠 갬빗	1. d4 d5 2. c4 b5	d2d4 d7d5 c2c4 b7b5	rnbqkbnr/p1p1pppp/8/1p1p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -
D07	Queen's Gambit Declined: Chigorin Defense	퀸즈 갬빗 거절: 치고린 디펜스	1. d4 d5 2. c4 Nc6	d2d4 d7d5 c2c4 b8c6	r1bqkbnr/ppp1pppp/2n5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -
D07	Queen's Gambit Declined: Chigorin Defense	퀸즈 갬빗 거절: 치고린 디펜스	1. d4 d5 2. c4 Nc6 3. Nc3	d2d4 d7d5 c2c4 b8c6 b1c3	r1bqkbnr/ppp1pppp/2n5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq -
D07	Queen's Gambit Declined: Chigorin Defense	퀸즈 갬빗 거절: 치고린 디펜스	1. d4 d5 2. c4 Nc6 3. Nc3 dxc4	d2d4 d7d5 c2c4 b8c6 b1c3 d5c4	r1bqkbnr/ppp1pppp/2n5/8/2pP4/2N5/PP2PPPP/R1BQKBNR w KQkq -
D07	Queen's Gambit Declined: Chigorin Defense, Exchange Variation	퀸즈 갬빗 거절: 치고린 디펜스, 익스체인지 베리에이션	1. d4 d5 2. c4 Nc6 3. cxd5 Qxd5	d2d4 d7d5 c2c4 b8c6 c4d5 d8d5	r1b1kbnr/ppp1pppp/2n5/3q4/3P4/8/PP2PPPP/RNBQKBNR w KQkq -
D07	Queen's Gambit Declined: Chigorin Defense, Exchange Variation, Costa's Line	퀸즈 갬빗 거절: 치고린 디펜스, 익스체인지 베리에이션, 코스타스 라인	1. d4 d5 2. c4 Nc6 3. cxd5 Qxd5 4. e3 e5 5. Nc3 Bb4 6. Bd2 Bxc3 7. Bxc3 exd4 8. Ne2	d2d4 d7d5 c2c4 b8c6 c4d5 d8d5 e2e3 e7e5 b1c3 f8b4 c1d2 b4c3 d2c3 e5d4 g1e2	r1b1k1nr/ppp2ppp/2n5/3q4/3p4/2B1P3/PP2NPPP/R2QKB1R b KQkq -
D07	Queen's Gambit Declined: Chigorin Defense, Janowski Variation	퀸즈 갬빗 거절: 치고린 디펜스, 야노프스키 베리에이션	1. d4 d5 2. c4 Nc6 3. Nc3 dxc4 4. Nf3	d2d4 d7d5 c2c4 b8c6 b1c3 d5c4 g1f3	r1bqkbnr/ppp1pppp/2n5/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -
D07	Queen's Gambit Declined: Chigorin Defense, Lazard Gambit	퀸즈 갬빗 거절: 치고린 디펜스, 라자르 갬빗	1. d4 d5 2. c4 Nc6 3. Nf3 e5	d2d4 d7d5 c2c4 b8c6 g1f3 e7e5	r1bqkbnr/ppp2ppp/2n5/3pp3/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq -
D07	Queen's Gambit Declined: Chigorin Defense, Main Line	퀸즈 갬빗 거절: 치고린 디펜스, 메인 라인	1. d4 d5 2. c4 Nc6 3. Nf3 Bg4	d2d4 d7d5 c2c4 b8c6 g1f3 c8g4	r2qkbnr/ppp1pppp/2n5/3p4/2PP2b1/5N2/PP2PPPP/RNBQKB1R w KQkq -
D07	Queen's Gambit Declined: Chigorin Defense, Main Line, Alekhine Variation	퀸즈 갬빗 거절: 치고린 디펜스, 메인 라인, 알레킨 베리에이션	1. d4 d5 2. c4 Nc6 3. Nf3 Bg4 4. Qa4	d2d4 d7d5 c2c4 b8c6 g1f3 c8g4 d1a4	r2qkbnr/ppp1pppp/2n5/3p4/Q1PP2b1/5N2/PP2PPPP/RNB1KB1R b KQkq -
D07	Queen's Gambit Declined: Chigorin Defense, Modern Gambit	퀸즈 갬빗 거절: 치고린 디펜스, 모던 갬빗	1. d4 d5 2. c4 Nc6 3. Nc3 dxc4 4. Nf3 Nf6	d2d4 d7d5 c2c4 b8c6 b1c3 d5c4 g1f3 g8f6	r1bqkb1r/ppp1pppp/2n2n2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -
D07	Queen's Gambit Declined: Chigorin Defense, Tartakower Gambit	퀸즈 갬빗 거절: 치고린 디펜스, 타르타코워 갬빗	1. d4 d5 2. c4 Nc6 3. Nc3 e5	d2d4 d7d5 c2c4 b8c6 b1c3 e7e5	r1bqkbnr/ppp2ppp/2n5/3pp3/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -
D08	Queen's Gambit Declined: Albin Countergambit	퀸즈 갬빗 거절: 알빈 카운터갬빗	1. d4 d5 2. c4 e5	d2d4 d7d5 c2c4 e7e5	rnbqkbnr/ppp2ppp/8/3pp3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -
D08	Queen's Gambit Declined: Albin Countergambit, Balogh Variation	퀸즈 갬빗 거절: 알빈 카운터갬빗, 발로그 베리에이션	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2 Qe7	d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 b1d2 d8e7	r1b1kbnr/ppp1qppp/2n5/4P3/2Pp4/5N2/PP1NPPPP/R1BQKB1R w KQkq -
D08	Queen's Gambit Declined: Albin Countergambit, Janowski Variation	퀸즈 갬빗 거절: 알빈 카운터갬빗, 야노프스키 베리에이션	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2 f6	d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 b1d2 f7f6	r1bqkbnr/ppp3pp/2n2p2/4P3/2Pp4/5N2/PP1NPPPP/R1BQKB1R w KQkq -
D08	Queen's Gambit Declined: Albin Countergambit, Krenosz Variation	퀸즈 갬빗 거절: 알빈 카운터갬빗, 크레노시 베리에이션	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2 Bg4 6. h3 Bxf3 7. Nxf3 Bb4+ 8. Bd2 Qe7	d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 b1d2 c8g4 h2h3 g4f3 d2f3 f8b4 c1d2 d8e7	r3k1nr/ppp1qppp/2n5/4P3/1bPp4/5N1P/PP1BPPP1/R2QKB1R w KQkq -
D08	Queen's Gambit Declined: Albin Countergambit, Lasker Trap	퀸즈 갬빗 거절: 알빈 카운터갬빗, 라스커 트랩	1. d4 d5 2. c4 e5 3. dxe5 d4 4. e3 Bb4+ 5. Bd2 dxe3	d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 e2e3 f8b4 c1d2 d4e3	rnbqk1nr/ppp2ppp/8/4P3/1bP5/4p3/PP1B1PPP/RN1QKBNR w KQkq -
D08	Queen's Gambit Declined: Albin Countergambit, Modern Line	퀸즈 갬빗 거절: 알빈 카운터갬빗, 모던 라인	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2	d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 b1d2	r1bqkbnr/ppp2ppp/2n5/4P3/2Pp4/5N2/PP1NPPPP/R1BQKB1R b KQkq -
D08	Queen's Gambit Declined: Albin Countergambit, Normal Line	퀸즈 갬빗 거절: 알빈 카운터갬빗, 노멀 라인	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3	d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3	rnbqkbnr/ppp2ppp/8/4P3/2Pp4/5N2/PP2PPPP/RNBQKB1R b KQkq -
D08	Queen's Gambit Declined: Albin Countergambit, Spassky Variation	퀸즈 갬빗 거절: 알빈 카운터갬빗, 스파스키 베리에이션	1. d4 d5 2. c4 e5 3. dxe5 d4 4. e4	d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 e2e4	rnbqkbnr/ppp2ppp/8/4P3/2PpP3/8/PP3PPP/RNBQKBNR b KQkq e3
D08	Queen's Gambit Declined: Albin Countergambit, Tartakower Defense	퀸즈 갬빗 거절: 알빈 카운터갬빗, 타르타코워 디펜스	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 c5	d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 c7c5	rnbqkbnr/pp3ppp/8/2p1P3/2Pp4/5N2/PP2PPPP/RNBQKB1R w KQkq -
D09	Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation	퀸즈 갬빗 거절: 알빈 카운터갬빗, 피앙케토 베리에이션	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3	d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 g2g3	r1bqkbnr/ppp2ppp/2n5/4P3/2Pp4/5NP1/PP2PP1P/RNBQKB1R b KQkq -
D09	Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation, Be6 Line	퀸즈 갬빗 거절: 알빈 카운터갬빗, 피앙케토 베리에이션, Be6 라인	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3 Be6	d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 g2g3 c8e6	r2qkbnr/ppp2ppp/2n1b3/4P3/2Pp4/5NP1/PP2PP1P/RNBQKB1R w KQkq -
D09	Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation, Bf5 Line	퀸즈 갬빗 거절: 알빈 카운터갬빗, 피앙케토 베리에이션, Bf5 라인	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3 Bf5	d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 g2g3 c8f5	r2qkbnr/ppp2ppp/2n5/4Pb2/2Pp4/5NP1/PP2PP1P/RNBQKB1R w KQkq -
D09	Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation, Bg4 Line	퀸즈 갬빗 거절: 알빈 카운터갬빗, 피앙케토 베리에이션, Bg4 라인	1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3 Bg4	d2d4 d7d5 c2c4 e7e5 d4e5 d5d4 g1f3 b8c6 g2g3 c8g4	r2qkbnr/ppp2ppp/2n5/4P3/2Pp2b1/5NP1/PP2PP1P/RNBQKB1R w KQkq -
D10	Slav Defense	슬라브 디펜스	1. d4 d5 2. c4 c6	d2d4 d7d5 c2c4 c7c6	rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -
D10	Slav Defense	슬라브 디펜스	1. d4 d5 2. c4 c6 3. Nc3	d2d4 d7d5 c2c4 c7c6 b1c3	rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq -
D10	Slav Defense	슬라브 디펜스	1. d4 d5 2. c4 c6 3. Nc3 dxc4	d2d4 d7d5 c2c4 c7c6 b1c3 d5c4	rnbqkbnr/pp2pppp/2p5/8/2pP4/2N5/PP2PPPP/R1BQKBNR w KQkq -
D10	Slav Defense: Diemer Gambit	슬라브 디펜스: 디머 갬빗	1. d4 d5 2. c4 c6 3. e4	d2d4 d7d5 c2c4 c7c6 e2e4	rnbqkbnr/pp2pppp/2p5/3p4/2PPP3/8/PP3PPP/RNBQKBNR b KQkq -
D10	Slav Defense: Exchange Variation	슬라브 디펜스: 익스체인지 베리에이션	1. d4 d5 2. c4 c6 3. cxd5	d2d4 d7d5 c2c4 c7c6 c4d5	rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq -
D10	Slav Defense: Exchange Variation, Boor Attack	슬라브 디펜스: 익스체인지 베리에이션, 부르 어택	1. d4 d5 2. c4 c6 3. cxd5 cxd5 4. Nc3 Nf6 5. f3	d2d4 d7d5 c2c4 c7c6 c4d5 c6d5 b1c3 g8f6 f2f3	rnbqkb1r/pp2pppp/5n2/3p4/3P4/2N2P2/PP2P1PP/R1BQKBNR b KQkq -
D10	Slav Defense: Slav Gambit, Alekhine Attack	슬라브 디펜스: 슬라브 갬빗, 알레킨 어택	1. d4 d5 2. c4 c6 3. Nc3 dxc4 4. e4	d2d4 d7d5 c2c4 c7c6 b1c3 d5c4 e2e4	rnbqkbnr/pp2pppp/2p5/8/2pPP3/2N5/PP3PPP/R1BQKBNR b KQkq -
D10	Slav Defense: Winawer Countergambit	슬라브 디펜스: 위나워 카운터갬빗	1. d4 d5 2. c4 c6 3. Nc3 e5	d2d4 d7d5 c2c4 c7c6 b1c3 e7e5	rnbqkbnr/pp3ppp/2p5/3pp3/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -
D10	Slav Defense: Winawer Countergambit, Anti-Winawer Gambit	슬라브 디펜스: 위나워 카운터갬빗, 안티-위나워 갬빗	1. d4 d5 2. c4 c6 3. Nc3 e5 4. e4	d2d4 d7d5 c2c4 c7c6 b1c3 e7e5 e2e4	rnbqkbnr/pp3ppp/2p5/3pp3/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq -
D11	Slav Defense: Bonet Gambit	슬라브 디펜스: 보네 갬빗	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Bg5	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 c1g5	rnbqkb1r/pp2pppp/2p2n2/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R b KQkq -
D11	Slav Defense: Breyer Variation	슬라브 디펜스: 브레이어 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nbd2	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1d2	rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/5N2/PP1NPPPP/R1BQKB1R b KQkq -
D11	Slav Defense: Modern Line	슬라브 디펜스: 모던 라인	1. d4 d5 2. c4 c6 3. Nf3	d2d4 d7d5 c2c4 c7c6 g1f3	rnbqkbnr/pp2pppp/2p5/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq -
D11	Slav Defense: Modern Line	슬라브 디펜스: 모던 라인	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. g3 dxc4 5. Bg2 g6	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 g2g3 d5c4 f1g2 g7g6	rnbqkb1r/pp2pp1p/2p2np1/8/2pP4/5NP1/PP2PPBP/RNBQK2R w KQkq -
D11	Slav Defense: Quiet Variation	슬라브 디펜스: 콰이엇 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3	rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq -
D11	Slav Defense: Quiet Variation, Pin Defense	슬라브 디펜스: 콰이엇 베리에이션, 핀 디펜스	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bg4	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8g4	rn1qkb1r/pp2pppp/2p2n2/3p4/2PP2b1/4PN2/PP3PPP/RNBQKB1R w KQkq -
D12	Slav Defense: Quiet Variation, Amsterdam Variation	슬라브 디펜스: 콰이엇 베리에이션, 암스테르담 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5 5. cxd5 cxd5 6. Nc3 e6 7. Ne5 Nfd7	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8f5 c4d5 c6d5 b1c3 e7e6 f3e5 f6d7	rn1qkb1r/pp1n1ppp/4p3/3pNb2/3P4/2N1P3/PP3PPP/R1BQKB1R w KQkq -
D12	Slav Defense: Quiet Variation, Landau Variation	슬라브 디펜스: 콰이엇 베리에이션, 란다우 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5 5. cxd5 cxd5 6. Qb3 Qc8 7. Bd2 e6 8. Na3	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8f5 c4d5 c6d5 d1b3 d8c8 c1d2 e7e6 b1a3	rnq1kb1r/pp3ppp/4pn2/3p1b2/3P4/NQ2PN2/PP1B1PPP/R3KB1R b KQkq -
D12	Slav Defense: Quiet Variation, Schallopp Defense	슬라브 디펜스: 콰이엇 베리에이션, 샬롭 디펜스	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8f5	rn1qkb1r/pp2pppp/2p2n2/3p1b2/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq -
D12	Slav Defense: Quiet Variation, Schallopp Defense	슬라브 디펜스: 콰이엇 베리에이션, 샬롭 디펜스	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5 5. Nc3 e6	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8f5 b1c3 e7e6	rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -
D13	Slav Defense: Exchange Variation	슬라브 디펜스: 익스체인지 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. cxd5 cxd5	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 c4d5 c6d5	rnbqkb1r/pp2pppp/5n2/3p4/3P4/5N2/PP2PPPP/RNBQKB1R w KQkq -
D13	Slav Defense: Exchange Variation, Schallopp Variation	슬라브 디펜스: 익스체인지 베리에이션, 샬롭 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5 5. cxd5 cxd5 6. Nc3	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 c8f5 c4d5 c6d5 b1c3	rn1qkb1r/pp2pppp/5n2/3p1b2/3P4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -
D14	Slav Defense: Exchange Variation, Symmetrical Line	슬라브 디펜스: 익스체인지 베리에이션, 시메트리컬 라인	1. d4 d5 2. c4 c6 3. cxd5 cxd5 4. Nc3 Nf6 5. Nf3 Nc6 6. Bf4 Bf5	d2d4 d7d5 c2c4 c7c6 c4d5 c6d5 b1c3 g8f6 g1f3 b8c6 c1f4 c8f5	r2qkb1r/pp2pppp/2n2n2/3p1b2/3P1B2/2N2N2/PP2PPPP/R2QKB1R w KQkq -
D14	Slav Defense: Exchange Variation, Trifunovic Variation	슬라브 디펜스: 익스체인지 베리에이션, 트리푸노비치 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. cxd5 cxd5 5. Nc3 Nc6 6. Bf4 Bf5 7. e3 e6 8. Qb3 Bb4	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 c4d5 c6d5 b1c3 b8c6 c1f4 c8f5 e2e3 e7e6 d1b3 f8b4	r2qk2r/pp3ppp/2n1pn2/3p1b2/1b1P1B2/1QN1PN2/PP3PPP/R3KB1R w KQkq -
D15	Slav Defense: Alekhine Variation	슬라브 디펜스: 알레킨 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e3	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 e2e3	rnbqkb1r/pp2pppp/2p2n2/8/2pP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -
D15	Slav Defense: Chebanenko Variation	슬라브 디펜스: 체바넨코 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 a6	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 a7a6	rnbqkb1r/1p2pppp/p1p2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -
D15	Slav Defense: Chebanenko Variation	슬라브 디펜스: 체바넨코 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 a6 5. e3 Bf5	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 a7a6 e2e3 c8f5	rn1qkb1r/1p2pppp/p1p2n2/3p1b2/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -
D15	Slav Defense: Chebanenko Variation, Advance System	슬라브 디펜스: 체바넨코 베리에이션, 어드밴스 시스템	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 a6 5. c5	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 a7a6 c4c5	rnbqkb1r/1p2pppp/p1p2n2/2Pp4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -
D15	Slav Defense: Geller Gambit	슬라브 디펜스: 겔러 갬빗	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e4	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 e2e4	rnbqkb1r/pp2pppp/2p2n2/8/2pPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq -
D15	Slav Defense: Geller Gambit	슬라브 디펜스: 겔러 갬빗	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e4 b5 6. e5	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 e2e4 b7b5 e4e5	rnbqkb1r/p3pppp/2p2n2/1p2P3/2pP4/2N2N2/PP3PPP/R1BQKB1R b KQkq -
D15	Slav Defense: Schlechter Variation	슬라브 디펜스: 슐레흐터 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 g6	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 g7g6	rnbqkb1r/pp2pp1p/2p2np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -
D15	Slav Defense: Süchting Variation	슬라브 디펜스: 쥐히팅 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 Qb6	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d8b6	rnb1kb1r/pp2pppp/1qp2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -
D15	Slav Defense: Three Knights Variation	슬라브 디펜스: 쓰리 나이트 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3	rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -
D15	Slav Defense: Two Knights Attack	슬라브 디펜스: 투 나이트 어택	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4	rnbqkb1r/pp2pppp/2p2n2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -
D16	Slav Defense: Alapin Variation	슬라브 디펜스: 알라핀 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4	rnbqkb1r/pp2pppp/2p2n2/8/P1pP4/2N2N2/1P2PPPP/R1BQKB1R b KQkq -
D16	Slav Defense: Smyslov Variation	슬라브 디펜스: 스미슬로프 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Na6	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 b8a6	r1bqkb1r/pp2pppp/n1p2n2/8/P1pP4/2N2N2/1P2PPPP/R1BQKB1R w KQkq -
D16	Slav Defense: Soultanbeieff Variation	슬라브 디펜스: 술탄베이에프 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 e6	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 e7e6	rnbqkb1r/pp3ppp/2p1pn2/8/P1pP4/2N2N2/1P2PPPP/R1BQKB1R w KQkq -
D16	Slav Defense: Steiner Variation	슬라브 디펜스: 슈타이너 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bg4	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8g4	rn1qkb1r/pp2pppp/2p2n2/8/P1pP2b1/2N2N2/1P2PPPP/R1BQKB1R w KQkq -
D17	Slav Defense: Czech Variation	슬라브 디펜스: 체코 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5	rn1qkb1r/pp2pppp/2p2n2/5b2/P1pP4/2N2N2/1P2PPPP/R1BQKB1R w KQkq -
D17	Slav Defense: Czech Variation, Bled Attack	슬라브 디펜스: 체코 베리에이션, 블레드 어택	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Nh4	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3h4	rn1qkb1r/pp2pppp/2p2n2/5b2/P1pP3N/2N5/1P2PPPP/R1BQKB1R b KQkq -
D17	Slav Defense: Czech Variation, Carlsbad Variation	슬라브 디펜스: 체코 베리에이션, 칼스배드 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5 Nbd7 7. Nxc4 Qc7 8. g3 e5	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 b8d7 e5c4 d8c7 g2g3 e7e5	r3kb1r/ppqn1ppp/2p2n2/4pb2/P1NP4/2N3P1/1P2PP1P/R1BQKB1R w KQkq -
D17	Slav Defense: Czech Variation, Carlsbad Variation, Morozevich Variation	슬라브 디펜스: 체코 베리에이션, 칼스배드 베리에이션, 모로제비치 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5 Nbd7 7. Nxc4 Qc7 8. g3 e5 9. dxe5 Nxe5 10. Bf4 Nfd7 11. Bg2 g5	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 b8d7 e5c4 d8c7 g2g3 e7e5 d4e5 d7e5 c1f4 f6d7 f1g2 g7g5	r3kb1r/ppqn1p1p/2p5/4nbp1/P1N2B2/2N3P1/1P2PPBP/R2QK2R w KQkq -
D17	Slav Defense: Czech Variation, Krause Attack	슬라브 디펜스: 체코 베리에이션, 크라우제 어택	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5	rn1qkb1r/pp2pppp/2p2n2/4Nb2/P1pP4/2N5/1P2PPPP/R1BQKB1R b KQkq -
D17	Slav Defense: Czech Variation, Krause Attack, Fazekas Gambit	슬라브 디펜스: 체코 베리에이션, 크라우제 어택, 파제카시 갬빗	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5 Na6 7. e4	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 b8a6 e2e4	r2qkb1r/pp2pppp/n1p2n2/4Nb2/P1pPP3/2N5/1P3PPP/R1BQKB1R b KQkq -
D17	Slav Defense: Czech Variation, Wiesbaden Variation	슬라브 디펜스: 체코 베리에이션, 비스바덴 베리에이션	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5 e6	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 e7e6	rn1qkb1r/pp3ppp/2p1pn2/4Nb2/P1pP4/2N5/1P2PPPP/R1BQKB1R w KQkq -
